"GeneID","Description"
"LOC126319884","uncharacterized LOC126319884"
"LOC126319885","crustapain-like"
"LOC126319886","rap1 GTPase-GDP dissociation stimulator 1-A-like"
"LOC126319887","uncharacterized LOC126319887"
"LOC126319889","uncharacterized LOC126319889"
"LOC126319890","phosphatidylethanolamine-binding protein 1-like"
"LOC126319891","uncharacterized LOC126319891"
"LOC126319893","pre-mRNA-splicing factor 38A-like"
"LOC126319894","uncharacterized LOC126319894"
"LOC126319895","uncharacterized LOC126319895"
"LOC126319896","uncharacterized LOC126319896"
"LOC126319898","myosin-2 heavy chain%2C non muscle-like"
"LOC126319899","ATP-dependent RNA helicase ddx23-like"
"LOC126319900","CUGBP Elav-like family member 1"
"LOC126319901","vacuolar protein sorting-associated protein 4-like"
"LOC126319902","protein IMPACT-like"
"LOC126319903","uncharacterized LOC126319903"
"LOC126319905","uncharacterized LOC126319905"
"LOC126319906","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like"
"LOC126319907","probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"LOC126319909","ribosomal large subunit pseudouridine synthase C-like"
"LOC126319910","uncharacterized LOC126319910"
"LOC126319911","la-related protein 4-like"
"LOC126319912","phospholipid-transporting ATPase ABCA3-like"
"LOC126319913","uncharacterized LOC126319913"
"LOC126319914","exocyst complex component 2-like"
"LOC126319915","cullin-4A-like"
"LOC126319916","uncharacterized LOC126319916"
"LOC126319917","uncharacterized LOC126319917"
"LOC126319918","nuclear pore complex protein Nup93-like"
"LOC126319919","WD repeat-containing protein 48-like"
"LOC126319920","uncharacterized LOC126319920"
"LOC126319921","RNA cytosine C(5)-methyltransferase NSUN2-like"
"LOC126319922","DNA-directed RNA polymerase III subunit rpc3-like"
"LOC126319923","uncharacterized LOC126319923"
"LOC126319924","uncharacterized LOC126319924"
"LOC126319925","zinc finger HIT domain-containing protein 2-like"
"LOC126319926","AP-3 complex subunit mu-like"
"LOC126319927","uncharacterized LOC126319927"
"LOC126319928","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like"
"LOC126319929","uncharacterized LOC126319929"
"LOC126319930","uncharacterized LOC126319930"
"LOC126319931","3-hydroxyacyl-thioester dehydratase X-like"
"LOC126319932","cyclin-dependent kinase 7-like"
"LOC126319933","uncharacterized LOC126319933"
"LOC126319934","aldo-keto reductase family 1 member B1-like"
"LOC126319935","uncharacterized LOC126319935"
"LOC126319936","uncharacterized LOC126319936"
"LOC126319937","uncharacterized LOC126319937"
"LOC126319938","uncharacterized LOC126319938"
"LOC126319939","uncharacterized LOC126319939"
"LOC126319940","aspartate aminotransferase%2C mitochondrial-like"
"LOC126319941","replication stress response regulator SDE2-like"
"LOC126319943","uncharacterized LOC126319943"
"LOC126319944","GATA zinc finger domain-containing protein 14-like"
"LOC126319945","TBC1 domain family member 20-like"
"LOC126319946","cell division cycle 5-related protein-like"
"LOC126319947","uncharacterized LOC126319947"
"LOC126319948","uncharacterized LOC126319948"
"LOC126319950","alcohol dehydrogenase class-3-like"
"LOC126319951","phosphatidylinositol 4-kinase-like"
"LOC126319952","H(+)/Cl(-) exchange transporter 7-like"
"LOC126319953","transforming growth factor beta-1-induced transcript 1 protein-like"
"LOC126319954","uncharacterized LOC126319954"
"LOC126319955","uncharacterized LOC126319955"
"LOC126319956","uncharacterized LOC126319956"
"LOC126319957","probable replication factor C subunit 4"
"LOC126319958","uncharacterized LOC126319958"
"LOC126319959","MOB kinase activator 1A-like"
"LOC126319960","uncharacterized LOC126319960"
"LOC126319961","ER membrane protein complex subunit 8/9 homolog"
"LOC126319962","uncharacterized LOC126319962"
"LOC126319963","anaphase-promoting complex subunit cdc20-like"
"LOC126319964","uncharacterized LOC126319964"
"LOC126319965","uncharacterized LOC126319965"
"LOC126319966","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1-like"
"LOC126319967","uncharacterized LOC126319967"
"LOC126319968","uncharacterized LOC126319968"
"LOC126319969","uncharacterized LOC126319969"
"LOC126319970","tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like"
"LOC126319971","EARP-interacting protein homolog"
"LOC126319972","uncharacterized LOC126319972"
"LOC126319973","probable valine--tRNA ligase%2C cytoplasmic"
"LOC126319974","cortexillin-2-like"
"LOC126319975","uncharacterized LOC126319975"
"LOC126319976","zinc finger protein 830-like"
"LOC126319977","dnaJ homolog subfamily A member 4-like"
"LOC126319978","V-type proton ATPase subunit d-like"
"LOC126319979","uncharacterized LOC126319979"
"LOC126319980","syntaxin-5-like"
"LOC126319981","uncharacterized LOC126319981"
"LOC126319982","uncharacterized LOC126319982"
"LOC126319983","xaa-Pro dipeptidase-like"
"LOC126319984","tyrosine-protein phosphatase 3-like"
"LOC126319985","uncharacterized LOC126319985"
"LOC126319986","uncharacterized LOC126319986"
"LOC126319987","nucleolar protein 10-like"
"LOC126319988","charged multivesicular body protein 2a homolog 2-like"
"LOC126319989","coronin-A-like"
"LOC126319990","coronin-A-like"
"LOC126319992","talin-A-like"
"LOC126319993","uncharacterized LOC126319993"
"LOC126319994","uncharacterized LOC126319994"
"LOC126319995","uncharacterized LOC126319995"
"LOC126319996","U4/U6.U5 tri-snRNP-associated protein 1-like"
"LOC126319998","uncharacterized LOC126319998"
"LOC126320000","ATP-binding cassette sub-family B member 10%2C mitochondrial-like"
"LOC126320001","uncharacterized LOC126320001"
"LOC126320003","uncharacterized LOC126320003"
"LOC126320004","uncharacterized LOC126320004"
"LOC126320005","uncharacterized LOC126320005"
"LOC126320006","uncharacterized LOC126320006"
"LOC126320007","uncharacterized LOC126320007"
"LOC126320008","elongator complex protein 3-like"
"LOC126320020","protein CFAP210"
"LOC126320024","small subunit ribosomal RNA"
"LOC126320027","small subunit ribosomal RNA"
"LOC126320029","small subunit ribosomal RNA"
"LOC126320030","large subunit ribosomal RNA"
"LOC126320032","large subunit ribosomal RNA"
"LOC126320034","large subunit ribosomal RNA"
"LOC126320036","large subunit ribosomal RNA"
"LOC126320040","large subunit ribosomal RNA"
"LOC126320046","5.8S ribosomal RNA"
"LOC126320053","small subunit ribosomal RNA"
"LOC126320060","small subunit ribosomal RNA"
"LOC126320063","large subunit ribosomal RNA"
"LOC126320064","large subunit ribosomal RNA"
"LOC126320066","large subunit ribosomal RNA"
"LOC126320071","large subunit ribosomal RNA"
"LOC126320072","large subunit ribosomal RNA"
"LOC126320083","keratin-associated protein 6-2-like"
"LOC126320089","mitochondrial 2-oxoglutarate/malate carrier protein-like"
"LOC126320091","small subunit ribosomal RNA"
"LOC126320094","small subunit ribosomal RNA"
"LOC126320098","large subunit ribosomal RNA"
"LOC126320099","large subunit ribosomal RNA"
"LOC126320100","large subunit ribosomal RNA"
"LOC126320101","large subunit ribosomal RNA"
"LOC126320102","large subunit ribosomal RNA"
"LOC126320103","large subunit ribosomal RNA"
"LOC126320104","2-phosphoxylose phosphatase 1"
"LOC126320109","large subunit ribosomal RNA"
"LOC126320111","large subunit ribosomal RNA"
"LOC126320112","large subunit ribosomal RNA"
"LOC126320114","large subunit ribosomal RNA"
"LOC126320115","large subunit ribosomal RNA"
"LOC126320116","large subunit ribosomal RNA"
"LOC126320120","large subunit ribosomal RNA"
"LOC126320134","5.8S ribosomal RNA"
"LOC126320146","uncharacterized LOC126320146"
"LOC126320173","small subunit ribosomal RNA"
"LOC126320174","small subunit ribosomal RNA"
"LOC126320175","small subunit ribosomal RNA"
"LOC126320178","cytochrome P450 315a1%2C mitochondrial"
"LOC126320182","large subunit ribosomal RNA"
"LOC126320183","large subunit ribosomal RNA"
"LOC126320184","large subunit ribosomal RNA"
"LOC126320194","large subunit ribosomal RNA"
"LOC126320197","large subunit ribosomal RNA"
"LOC126320198","large subunit ribosomal RNA"
"LOC126320200","large subunit ribosomal RNA"
"LOC126320203","large subunit ribosomal RNA"
"LOC126320213","5.8S ribosomal RNA"
"LOC126320232","small subunit ribosomal RNA"
"LOC126320248","small subunit ribosomal RNA"
"LOC126320249","small subunit ribosomal RNA"
"LOC126320250","small subunit ribosomal RNA"
"LOC126320251","5.8S ribosomal RNA"
"LOC126320252","small subunit ribosomal RNA"
"LOC126320253","small subunit ribosomal RNA"
"LOC126320255","small subunit ribosomal RNA"
"LOC126320256","small subunit ribosomal RNA"
"LOC126320285","small subunit ribosomal RNA"
"LOC126320287","large subunit ribosomal RNA"
"LOC126320288","large subunit ribosomal RNA"
"LOC126320289","large subunit ribosomal RNA"
"LOC126320290","large subunit ribosomal RNA"
"LOC126320326","geminin"
"LOC126320352","ankyrin repeat%2C bromo and BTB domain-containing protein DDB_G0293800-like"
"LOC126320353","transcription and mRNA export factor ENY2-like"
"LOC126320354","uncharacterized LOC126320354"
"LOC126320355","replication factor C subunit 3-like"
"LOC126320356","myosin light chain kinase A-like"
"LOC126320357","leishmanolysin homolog"
"LOC126320358","uncharacterized protein MT2654-like"
"LOC126320359","cytosolic Fe-S cluster assembly factor narfl-like"
"LOC126320360","guanine exchange factor for Rac 30-like"
"LOC126320361","uncharacterized LOC126320361"
"LOC126320362","uncharacterized LOC126320362"
"LOC126320363","mitochondrial basic amino acids transporter-like"
"LOC126320364","uncharacterized LOC126320364"
"LOC126320365","40S ribosomal protein SA-like"
"LOC126320366","uncharacterized LOC126320366"
"LOC126320367","uncharacterized LOC126320367"
"LOC126320368","high affinity cGMP-specific 3'%2C5'-cyclic phosphodiesterase 9A-like"
"LOC126320369","threonylcarbamoyl-AMP synthase-like"
"LOC126320370","GPN-loop GTPase 3-like"
"LOC126320371","prefoldin subunit 6-like"
"LOC126320372","putative 3-phosphoinositide-dependent protein kinase 2"
"LOC126320373","sulfur carrier protein adenylyltransferase-like"
"LOC126320379","wee1-like protein kinase 2"
"LOC126320380","calphotin-like"
"LOC126320382","uncharacterized LOC126320382"
"LOC126320383","myosin-9-like"
"LOC126320384","uncharacterized LOC126320384"
"LOC126320385","uncharacterized LOC126320385"
"LOC126320386","serine/threonine-protein kinase/endoribonuclease IRE1-like"
"LOC126320387","uncharacterized LOC126320387"
"LOC126320388","uncharacterized LOC126320388"
"LOC126320389","bromodomain testis-specific protein-like"
"LOC126320390","translation initiation factor eIF-2B subunit beta-like"
"LOC126320391","myotubularin-like"
"LOC126320392","uncharacterized LOC126320392"
"LOC126320393","uncharacterized LOC126320393"
"LOC126320394","proteasome subunit alpha type-1-like"
"LOC126320395","uncharacterized LOC126320395"
"LOC126320396","uncharacterized LOC126320396"
"LOC126320397","uncharacterized LOC126320397"
"LOC126320398","uncharacterized LOC126320398"
"LOC126320399","protein phosphatase 1 regulatory subunit 7-like"
"LOC126320400","uncharacterized LOC126320400"
"LOC126320401","deoxyhypusine hydroxylase-like"
"LOC126320402","uncharacterized LOC126320402"
"LOC126320403","axoneme-associated protein mst101(2)-like"
"LOC126320404","uncharacterized LOC126320404"
"LOC126320405","uncharacterized LOC126320405"
"LOC126320406","uncharacterized LOC126320406"
"LOC126320408","superoxide dismutase [Fe]-like"
"LOC126320409","myosin heavy chain%2C cardiac muscle isoform-like"
"LOC126320410","uncharacterized LOC126320410"
"LOC126320411","DDRGK domain-containing protein 1-like"
"LOC126320412","uncharacterized LOC126320412"
"LOC126320413","bifunctional purine biosynthesis protein PurH-like"
"LOC126320414","amidophosphoribosyltransferase-like"
"LOC126320415","phosphoribosylaminoimidazole-succinocarboxamide synthase-like"
"LOC126320416","FACT complex subunit SPT16-like"
"LOC126320417","T-cell immunomodulatory protein"
"LOC126320418","translation initiation factor IF-2-like"
"LOC126320419","replication factor C subunit 2-like"
"LOC126320420","splicing factor U2AF 26 kDa subunit-like"
"LOC126320421","uncharacterized LOC126320421"
"LOC126320422","charged multivesicular body protein 1-like"
"LOC126320423","M-phase inducer phosphatase 3-like"
"LOC126320424","uncharacterized LOC126320424"
"LOC126320426","putative sodium/calcium exchanger 7"
"LOC126320427","eukaryotic initiation factor 4A-III-like"
"LOC126320428","ribosome biogenesis protein WDR12 homolog"
"LOC126320430","apoptosis-inducing factor 1%2C mitochondrial-like"
"LOC126320431","signal recognition particle subunit SRP68-like"
"LOC126320432","probable short/branched chain specific acyl-CoA dehydrogenase"
"LOC126320433","uncharacterized LOC126320433"
"LOC126320434","uncharacterized LOC126320434"
"LOC126320435","uncharacterized LOC126320435"
"LOC126320436","intron Large complex component GCFC2-like"
"LOC126320437","dedicator of cytokinesis protein 8-like"
"LOC126320438","general transcription and DNA repair factor IIH helicase subunit XPD-like"
"LOC126320439","putative folylpolyglutamate synthase"
"LOC126320440","trafficking protein particle complex subunit 13 homolog"
"LOC126320441","dynamin-like protein C"
"LOC126320442","uncharacterized LOC126320442"
"LOC126320444","cysteine and histidine-rich domain-containing protein 1-like"
"LOC126320445","uncharacterized LOC126320445"
"LOC126320446","splicing factor 3B subunit 6-like"
"LOC126320447","uncharacterized LOC126320447"
"LOC126320448","uncharacterized LOC126320448"
"LOC126320449","kinesin light chain-like"
"LOC126320450","GPN-loop GTPase 1-like"
"LOC126320451","uncharacterized LOC126320451"
"LOC126320452","uncharacterized LOC126320452"
"LOC126320453","uncharacterized LOC126320453"
"LOC126320454","uncharacterized LOC126320454"
"LOC126320455","serine/threonine-protein phosphatase 6 regulatory subunit 3-like"
"LOC126320456","uncharacterized LOC126320456"
"LOC126320457","uncharacterized LOC126320457"
"LOC126320458","uncharacterized LOC126320458"
"LOC126320459","uncharacterized LOC126320459"
"LOC126320460","probable phospholipid-transporting ATPase IIB"
"LOC126320461","myosin-2 heavy chain-like"
"LOC126320462","uncharacterized LOC126320462"
"LOC126320463","glycogen debranching enzyme-like"
"LOC126320464","aspartate--tRNA(Asp/Asn) ligase-like"
"LOC126320465","uncharacterized LOC126320465"
"LOC126320467","uncharacterized LOC126320467"
"LOC126320468","uncharacterized LOC126320468"
"LOC126320469","uncharacterized LOC126320469"
"LOC126320470","uncharacterized LOC126320470"
"LOC126320471","uncharacterized LOC126320471"
"LOC126320472","uncharacterized LOC126320472"
"LOC126320473","uncharacterized LOC126320473"
"LOC126320474","uncharacterized LOC126320474"
"LOC126320475","uncharacterized LOC126320475"
"LOC126320476","uncharacterized LOC126320476"
"LOC126320477","abnormal spindle-like microcephaly-associated protein homolog"
"LOC126320478","eukaryotic translation initiation factor 2 subunit 2-like"
"LOC126320479","uncharacterized LOC126320479"
"LOC126320480","kinesin-related protein 4-like"
"LOC126320481","hornerin-like"
"LOC126320483","nuclear exosome regulator NRDE2-like"
"LOC126320484","tubulin-specific chaperone D-like"
"LOC126320485","uncharacterized LOC126320485"
"LOC126320486","uncharacterized LOC126320486"
"LOC126320487","probable ATP-dependent RNA helicase ddx10"
"LOC126320488","uncharacterized LOC126320488"
"LOC126320489","uncharacterized LOC126320489"
"LOC126320490","uncharacterized LOC126320490"
"LOC126320492","protein MCM10 homolog"
"LOC126320509","small subunit ribosomal RNA"
"LOC126320520","small subunit ribosomal RNA"
"LOC126320522","small subunit ribosomal RNA"
"LOC126320528","large subunit ribosomal RNA"
"LOC126320529","large subunit ribosomal RNA"
"LOC126320531","large subunit ribosomal RNA"
"LOC126320532","large subunit ribosomal RNA"
"LOC126320533","large subunit ribosomal RNA"
"LOC126320534","large subunit ribosomal RNA"
"LOC126320536","large subunit ribosomal RNA"
"LOC126320538","large subunit ribosomal RNA"
"LOC126320545","uncharacterized LOC126320545"
